file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,elongation,A3,D1,D2,D3,D4
D00910.obj,HumanHead,2.2883,1.8139,1.579,0.0139,0.8173,0.2686,1.7187,0.1197,0.0068,0.009,0.002,0.0037,0.006
D00629.obj,HumanHead,1.278,0.9061,0.4994,0.0175,0.3018,0.0906,1.5067,0.0702,0.0068,0.027,0.0023,0.0023,0.0059
m241.obj,Humanoid,0.2622,0.2168,0.2135,0.1649,0.106,0.1307,0.1148,0.0143,0.0093,0.0065,0.0056,0.0022,0.0098
m253.obj,Humanoid,0.7781,0.627,0.4441,0.1828,0.268,0.3918,0.1266,0.2793,0.0049,0.0088,0.0071,0.0108,0.015
m252.obj,Humanoid,0.1689,0.1915,0.4592,0.1262,0.1516,0.4012,0.2723,0.1506,0.0051,0.0069,0.0073,0.0032,0.0064
m217.obj,Humanoid,0.4091,0.2324,0.4929,0.1708,0.0591,1.1703,1.4566,1.4936,0.0136,0.0068,0.0069,0.0071,0.0138
m255.obj,Humanoid,0.2806,0.1332,0.4775,0.594,0.0832,0.42,0.5036,0.1151,0.0155,0.0122,0.011,0.0072,0.0117
m266.obj,Humanoid,0.3632,0.2907,0.2039,0.0515,0.1292,0.0482,0.3005,0.1026,0.0035,0.0091,0.0075,0.0041,0.0041
m134.obj,Humanoid,0.5453,0.4354,0.4906,0.5051,0.1886,2.1684,1.7187,2.5599,0.0188,0.0079,0.0085,0.0081,0.0149
D00117.obj,Insect,0.0875,0.0377,0.2853,0.0032,0.1746,0.1188,0.2624,0.176,0.0037,0.0065,0.0039,0.0056,0.0083
D00753.obj,Insect,0.1812,0.0047,0.1331,0.0023,0.2451,0.078,0.2696,0.4021,0.0041,0.0051,0.0019,0.0054,0.0087
D00732.obj,Insect,0.5584,0.4134,0.2243,0.0155,0.1234,0.4048,1.1493,0.0745,0.0048,0.006,0.0049,0.0024,0.0057
D00109.obj,Insect,0.1155,0.1382,0.5022,0.005,0.4673,0.2796,0.2914,0.1172,0.0034,0.0074,0.0048,0.005,0.0043
m24.obj,Insect,0.0405,0.012,0.0639,0.0248,0.0205,0.1403,0.2568,0.0097,0.003,0.0051,0.0021,0.003,0.0055
D00672.obj,Insect,0.3173,0.261,0.0572,0.0486,0.1257,0.0164,0.3005,0.4193,0.0053,0.0054,0.0043,0.0032,0.0046
m1292.obj,Jet,0.6235,0.4188,0.5096,0.4107,0.017,0.0944,0.4428,0.1416,0.0058,0.0044,0.0025,0.0034,0.0133
m1185.obj,Jet,0.8303,0.7294,0.3388,0.3823,0.4084,0.3197,0.4514,1.5054,0.0204,0.0115,0.0073,0.0149,0.0185
m1190.obj,Jet,0.7703,0.6668,0.4288,0.1437,0.3618,0.1186,0.5189,0.5798,0.0155,0.0047,0.0032,0.0126,0.0145
m1216.obj,Jet,0.6676,0.5352,0.4738,0.2568,0.2306,0.0236,0.4908,0.0084,0.0112,0.0076,0.0017,0.0095,0.0134
m1266.obj,Jet,0.645,0.4192,0.4916,0.7249,0.0329,0.0781,0.4228,0.1984,0.0183,0.0049,0.0022,0.0128,0.02
m1275.obj,Jet,0.6911,0.5764,0.417,0.239,0.2843,0.0799,0.421,0.6831,0.0083,0.0071,0.0057,0.0044,0.0093
m1159.obj,Jet,0.4238,0.3238,0.1785,0.0864,0.1206,0.0274,0.5569,0.114,0.0047,0.0044,0.0024,0.0055,0.0117
D01187.obj,Knife,0.8693,0.7389,0.7549,7.6956,0.3812,3.1254,0.3984,1.9579,0.0221,0.0131,0.011,0.0064,0.0241
m726.obj,Knife,0.7702,0.6316,0.3036,4.5388,0.2916,4.1151,0.7603,2.1213,0.0202,0.0171,0.0134,0.0041,0.0166
m727.obj,Knife,0.6105,0.4691,0.0109,3.555,0.1695,2.6414,0.8823,0.6779,0.0144,0.011,0.0079,0.0023,0.018
D01025.obj,Knife,0.7843,0.6552,0.4387,1.0418,0.3224,1.5875,0.7196,3.3,0.0195,0.0126,0.0069,0.0095,0.0165
m723.obj,Knife,0.9615,0.7877,0.5095,0.6449,0.3239,0.3737,0.9118,2.1499,0.0128,0.0118,0.0167,0.0191,0.025
D00799.obj,MilitaryVehicle,0.6466,0.8604,0.6336,0.0521,0.9079,1.3208,1.7187,0.238,0.0039,0.0072,0.0075,0.005,0.0044
D00933.obj,MilitaryVehicle,0.2001,0.5637,0.4262,0.0437,0.9962,1.6326,1.7187,1.8408,0.0024,0.0101,0.0037,0.0026,0.0052
D00611.obj,MilitaryVehicle,0.7241,1.1014,0.4536,0.0477,1.386,1.476,1.7187,1.1975,0.0026,0.0074,0.0079,0.0037,0.0055
D00017.obj,MilitaryVehicle,0.221,0.1349,0.1477,0.0488,0.7134,1.0218,1.7187,1.0795,0.003,0.01,0.0073,0.0118,0.0134
D00334.obj,MilitaryVehicle,0.4121,0.7992,0.1425,0.0483,1.2049,1.3027,1.7187,0.8196,0.0029,0.0077,0.0025,0.0032,0.004
D00529.obj,MilitaryVehicle,0.5897,0.9289,0.3906,0.0314,1.1881,0.9993,1.7187,0.1867,0.0032,0.0087,0.0035,0.0032,0.005
D00919.obj,Monitor,2.9892,3.2424,1.4043,0.0066,2.6926,1.8159,1.7187,0.1885,0.004,0.0046,0.008,0.0085,0.0092
D00141.obj,Monitor,0.6038,0.8435,0.0416,0.0527,0.9398,0.566,1.7187,0.0789,0.004,0.0032,0.0084,0.0075,0.0028
D00920.obj,Monitor,0.1023,0.5075,0.8666,0.3478,1.0661,1.0639,1.5631,0.5368,0.0047,0.0084,0.0097,0.008,0.007
D00915.obj,Monitor,0.7843,1.556,0.165,0.0665,2.7398,0.3756,1.7187,0.0395,0.0042,0.006,0.0076,0.0041,0.0026
D00339.obj,Monitor,1.194,1.388,2.6778,0.1294,1.2573,0.5177,1.7187,0.0767,0.0036,0.0058,0.0084,0.0062,0.0033
D00995.obj,Monoplane,0.7809,0.6263,0.4019,1.2848,0.2616,0.0334,0.3703,0.8999,0.013,0.0058,0.0033,0.0064,0.0183
D00840.obj,Monoplane,0.3713,0.2404,0.5021,0.2805,0.0189,0.3064,0.0005,0.1463,0.0085,0.0075,0.0043,0.0051,0.012
D00482.obj,Monoplane,0.5896,0.1569,0.5037,0.2806,0.945,0.2192,0.065,0.141,0.0105,0.0049,0.0056,0.0088,0.0148
D00864.obj,Monoplane,0.5652,0.3745,1.0251,0.0779,0.0157,0.0242,0.3606,0.0532,0.0054,0.0059,0.0034,0.0079,0.0103
D00011.obj,Monoplane,0.6503,0.5122,0.4983,0.137,0.2056,0.0608,0.8275,0.1406,0.0047,0.0057,0.0037,0.005,0.0101
D00262.obj,Monoplane,0.5804,0.4512,0.3736,0.2911,0.1743,0.0855,0.0236,0.5906,0.014,0.007,0.0044,0.0073,0.0128
D00098.obj,Monoplane,0.3296,0.2334,0.4434,0.1972,0.0602,0.199,0.1095,0.1448,0.0063,0.0058,0.0062,0.0038,0.0102
D00342.obj,Motorcycle,0.1332,0.2315,0.362,0.1193,0.2782,0.1344,1.7187,0.0851,0.0074,0.0056,0.0051,0.0039,0.0102
D00476.obj,Motorcycle,0.1939,0.357,0.3885,0.1103,0.4625,0.1574,1.7029,0.212,0.0077,0.0064,0.0019,0.0048,0.0117
D00021.obj,Motorcycle,0.9634,1.07,0.1935,0.0761,0.8972,0.6113,1.7187,0.303,0.0049,0.0055,0.007,0.0022,0.0039
m1481.obj,Motorcycle,0.008,0.0185,0.3017,0.2476,0.0229,0.2887,1.5653,0.2748,0.0081,0.0053,0.0077,0.0025,0.0087
m1482.obj,Motorcycle,0.3429,0.6271,0.4354,0.1979,0.8683,0.786,1.7187,0.0584,0.0124,0.0096,0.0068,0.0058,0.0127
D00768.obj,Motorcycle,0.4021,0.5508,0.1617,0.108,0.581,0.4699,1.7187,0.0667,0.0072,0.0048,0.005,0.0039,0.0088
D00039.obj,Motorcycle,0.8157,0.897,0.129,0.1036,0.7373,0.4097,1.7187,0.1363,0.0047,0.0065,0.0085,0.0016,0.0037
D00770.obj,Mug,2.8583,2.2759,0.0137,0.014,1.0374,0.5698,1.7187,0.1321,0.0072,0.021,0.0041,0.0058,0.0096
D00825.obj,Mug,2.3601,2.2683,0.1891,0.0135,1.5091,0.8488,1.7187,0.143,0.0065,0.026,0.0062,0.0072,0.0114
m507.obj,Mug,2.3241,2.0546,1.0794,0.0186,1.1647,0.6847,1.7187,0.0484,0.0069,0.0159,0.0043,0.0055,0.0096
m503.obj,Mug,2.5885,2.1108,0.6491,0.0104,1.0129,0.7248,1.7187,0.1478,0.0058,0.0195,0.0068,0.0075,0.0105
D00833.obj,Mug,1.1064,0.7611,0.7539,0.0155,0.2278,0.03,1.0105,0.005,0.0065,0.0147,0.004,0.0044,0.0091
m781.obj,MultiSeat,0.393,0.4522,1.6527,0.0523,0.3876,0.2748,0.3355,0.2069,0.005,0.0074,0.0095,0.0055,0.0031
m829.obj,MultiSeat,0.3709,0.576,0.1416,0.1938,0.6885,2.0331,1.7187,1.5286,0.0111,0.0104,0.0089,0.002,0.007
D00637.obj,MultiSeat,1.6722,1.75,0.1672,0.0246,1.3502,1.2056,1.7187,0.3596,0.0031,0.0035,0.0093,0.0036,0.0036
m782.obj,MultiSeat,0.2315,0.2535,0.5027,0.0927,0.1923,0.4263,0.0526,0.854,0.0062,0.0067,0.014,0.008,0.0048
D00145.obj,MultiSeat,0.8581,1.0795,0.3669,0.0741,1.0785,1.8933,1.7187,1.1749,0.0068,0.0093,0.0122,0.0047,0.0043
m630.obj,Musical_Instrument,0.6507,0.4396,0.4904,0.8342,0.0157,1.2507,0.8519,0.7825,0.023,0.0152,0.0122,0.004,0.011
m646.obj,Musical_Instrument,1.7158,2.1329,2.2323,0.0158,2.1821,0.3937,1.7187,0.0788,0.0033,0.0054,0.0041,0.0023,0.003
m629.obj,Musical_Instrument,0.8124,0.5562,0.4856,7.4795,0.0684,4.3795,0.4621,2.7517,0.0244,0.0135,0.0106,0.0105,0.0248
m632.obj,Musical_Instrument,0.6571,0.4867,0.4939,0.908,0.1335,1.7518,1.3212,1.1759,0.0182,0.0077,0.0051,0.008,0.0151
m637.obj,Musical_Instrument,0.8143,0.5999,0.47,3.976,0.1024,2.2802,0.0938,1.8248,0.026,0.0142,0.0128,0.0114,0.0228
m804.obj,NonWheelChair,0.325,0.2857,1.5735,0.0074,0.1601,0.2249,0.3132,0.2051,0.0035,0.0072,0.0032,0.0012,0.003
m822.obj,NonWheelChair,0.2058,0.1589,0.7158,0.0031,0.0637,0.0195,0.3813,0.101,0.0032,0.0046,0.002,0.0016,0.0014
m813.obj,NonWheelChair,0.3281,0.2645,1.108,0.0075,0.1203,0.1991,0.3494,0.5424,0.0034,0.0061,0.0036,0.0054,0.0056
m795.obj,NonWheelChair,1.0311,1.0178,1.3115,0.0154,0.7064,1.1599,1.7187,0.1567,0.0037,0.0045,0.0025,0.0036,0.0033
D00185.obj,NonWheelChair,0.0273,0.0442,0.5788,0.013,0.0466,0.2878,0.1564,0.1007,0.003,0.0028,0.0023,0.0033,0.0048
m819.obj,NonWheelChair,0.043,0.0237,2.0381,0.0001,0.0021,0.2104,0.2986,0.171,0.0016,0.004,0.0052,0.0061,0.0087
m793.obj,NonWheelChair,0.8354,0.6612,3.169,0.0035,0.294,0.1457,0.2541,0.1281,0.0027,0.0063,0.0025,0.0017,0.003
D00755.obj,PianoBoard,1.7734,2.1097,2.8656,0.0133,2.0156,1.0017,1.7187,0.3394,0.0036,0.0093,0.0085,0.0094,0.0086
D00008.obj,PianoBoard,1.3573,1.4385,2.3628,0.0045,1.1293,0.5499,1.6306,0.0853,0.0038,0.0076,0.0076,0.007,0.0087
D00104.obj,PianoBoard,1.4406,1.9815,2.8138,0.0238,2.3378,1.0504,1.7187,0.2843,0.0028,0.0113,0.0106,0.0091,0.0097
D00332.obj,PianoBoard,1.4288,1.6024,3.361,0.0279,1.3811,0.8693,1.7187,0.1633,0.0028,0.0095,0.0111,0.0087,0.0083
D00623.obj,PianoBoard,1.4194,1.5403,1.69,0.0164,1.2583,1.0494,1.7187,0.4561,0.0043,0.0058,0.0122,0.0114,0.0113
m1005.obj,PlantIndoors,0.3946,0.6,0.1358,0.039,0.4656,0.1227,0.3626,0.5977,0.0055,0.0112,0.0047,0.0035,0.0053
m1006.obj,PlantIndoors,0.5068,0.4063,1.0344,0.0166,0.1858,0.2898,0.1191,0.0987,0.0045,0.006,0.0076,0.007,0.0091
m1010.obj,PlantIndoors,0.3083,0.1133,0.2664,0.016,0.3113,0.1264,0.1,0.083,0.0048,0.0116,0.0068,0.0077,0.0045
m1016.obj,PlantIndoors,0.0471,0.0783,0.3909,0.1032,0.2045,0.1163,0.017,0.0789,0.0167,0.0051,0.0066,0.0088,0.0137
m1030.obj,PlantIndoors,1.0333,0.7889,0.5095,0.0157,0.3213,0.1006,1.6671,0.1313,0.0045,0.0085,0.0073,0.0081,0.007
m1004.obj,PlantIndoors,0.321,0.298,0.9685,0.0184,0.1841,0.3976,1.1493,0.1192,0.0036,0.0061,0.005,0.0028,0.0066
D00087.obj,PlantIndoors,0.583,0.2793,0.191,0.0091,0.0449,0.2061,0.0478,0.0481,0.0029,0.004,0.0025,0.0008,0.0024
m967.obj,PlantWildNonTree,0.7293,0.6956,0.4391,0.3289,0.435,0.1411,0.69,0.7856,0.0101,0.0045,0.0048,0.0063,0.0141
m972.obj,PlantWildNonTree,0.5078,0.1914,0.0544,0.0408,0.423,0.2471,0.8567,0.0377,0.0065,0.0071,0.0072,0.007,0.0029
m983.obj,PlantWildNonTree,0.1411,0.0217,0.5718,0.0176,0.1431,0.1795,0.2654,0.0366,0.0032,0.0105,0.0045,0.0053,0.0037
m974.obj,PlantWildNonTree,0.9533,0.8529,0.0203,0.4372,0.4909,0.269,1.4446,1.5728,0.0146,0.0127,0.0157,0.0063,0.0114
m92.obj,Quadruped,0.0456,0.1112,2.0783,0.0655,0.1325,0.017,0.0541,0.1882,0.0038,0.0063,0.0065,0.0022,0.0023
D00934.obj,Quadruped,0.3392,0.3552,0.2849,0.0651,0.2544,0.1064,0.063,0.1862,0.0043,0.0065,0.0061,0.0021,0.0023
m94.obj,Quadruped,0.5414,0.4553,0.5022,0.1163,0.2311,0.5078,0.3438,0.7898,0.0068,0.0058,0.009,0.0021,0.0072
m280.obj,Quadruped,0.2208,0.1328,0.056,0.2064,0.0019,0.4514,0.7082,0.1087,0.006,0.0064,0.0092,0.0033,0.0054
m273.obj,Quadruped,0.7424,0.6679,0.0262,0.0875,0.39,0.2355,0.639,1.8535,0.006,0.0151,0.0063,0.0113,0.0138
D00150.obj,Quadruped,0.2428,0.1157,1.0754,0.0263,0.0308,0.2897,1.3667,0.3852,0.0038,0.0084,0.0075,0.0071,0.0081
m104.obj,Quadruped,0.0921,0.115,2.053,0.0811,0.1002,0.2372,0.7772,0.5451,0.0033,0.0065,0.0023,0.0041,0.005
m891.obj,RectangleTable,0.2914,0.4613,1.4406,0.0699,0.5487,0.5761,1.0158,0.726,0.0048,0.0065,0.016,0.0118,0.0075
D00678.obj,RectangleTable,1.0477,1.4804,1.9319,0.0086,1.7621,0.6724,1.7187,0.3084,0.0038,0.0049,0.006,0.0039,0.0038
m914.obj,RectangleTable,0.1363,0.0558,0.3301,0.181,0.2925,0.9834,1.043,1.8536,0.0093,0.0097,0.0156,0.0082,0.0033
m895.obj,RectangleTable,0.3038,0.5974,1.7443,0.1665,0.8662,0.599,1.1584,0.57,0.0039,0.0077,0.0117,0.0089,0.0037
D00697.obj,Rocket,0.7757,0.6525,0.5055,0.3667,0.3282,0.4034,0.7561,2.3349,0.0229,0.0109,0.0129,0.0095,0.014
D00851.obj,Rocket,0.7016,0.6246,0.5163,0.2328,0.3584,2.5435,1.2658,4.5279,0.0161,0.0112,0.009,0.01,0.0157
D00975.obj,Rocket,0.521,0.455,1.0386,0.1099,0.2517,1.3567,1.2226,1.6734,0.012,0.0058,0.01,0.0025,0.005
D00346.obj,Rocket,0.7929,0.6609,0.4904,0.4133,0.3224,1.1293,0.7495,4.3982,0.0198,0.0107,0.0122,0.0101,0.0142
D00433.obj,Rocket,0.3674,0.3164,0.4916,0.1158,0.17,1.344,1.7187,2.9137,0.0136,0.0111,0.0079,0.006,0.0099
m924.obj,RoundTable,0.5542,0.457,0.5038,0.004,0.2197,0.1759,0.4358,0.2322,0.0022,0.0053,0.0037,0.0053,0.0023
m929.obj,RoundTable,0.0473,0.0939,0.5067,0.0175,0.2385,0.3062,0.6561,0.1447,0.0031,0.0096,0.0027,0.0031,0.0056
m931.obj,RoundTable,0.8401,0.8258,3.4134,0.0156,0.5681,0.1153,0.0092,0.1421,0.0044,0.0124,0.0102,0.0131,0.0149
D00107.obj,RoundTable,0.0611,0.5376,1.4393,0.0199,1.2905,0.2839,0.8296,0.1465,0.0035,0.009,0.0078,0.0115,0.0154
D00948.obj,RoundTable,0.0612,0.0475,1.7406,0.0093,0.159,0.3148,0.8203,0.1434,0.0063,0.0081,0.0083,0.0095,0.0109
m935.obj,RoundTable,1.1419,1.1845,2.6331,0.0008,0.8945,0.1465,0.4689,0.1507,0.0043,0.0065,0.0099,0.0056,0.0055
m933.obj,RoundTable,0.9689,0.696,0.5057,0.02,0.238,0.0405,1.0542,0.1166,0.0042,0.0099,0.0046,0.0059,0.0081
m849.obj,Shelf,1.8726,2.4154,2.1073,0.1869,2.6337,4.1661,1.7187,0.4316,0.0056,0.0097,0.0112,0.0069,0.0054
m847.obj,Shelf,2.3393,2.9242,2.2684,0.1041,3.0701,3.6486,1.7187,0.4018,0.0032,0.008,0.012,0.0074,0.0041
D00171.obj,Shelf,1.0619,2.0418,0.9083,0.1157,3.6868,3.8484,1.7187,1.0309,0.0065,0.0126,0.0102,0.0055,0.0038
m1457.obj,Ship,0.0661,0.1178,0.1406,0.0421,0.1383,0.309,1.2312,0.3591,0.0033,0.0051,0.0026,0.0022,0.0033
m1467.obj,Ship,0.743,0.5767,0.5091,0.4246,0.2047,1.0169,0.6945,2.4906,0.0201,0.0138,0.0091,0.0128,0.0168
m1466.obj,Ship,0.533,0.3624,0.4985,0.2492,0.0446,2.88,1.7187,3.4617,0.0187,0.009,0.0084,0.0081,0.0144
m1462.obj,Ship,0.41,0.0724,0.5078,0.0036,0.549,0.2199,0.6502,0.1142,0.0026,0.0057,0.0032,0.0033,0.0052
m1469.obj,Ship,0.8066,0.6916,0.5095,0.6654,0.3665,1.2718,0.4342,3.3553,0.0219,0.0148,0.0094,0.013,0.0179
m1470.obj,Ship,0.8512,0.7539,0.5448,0.7001,0.4285,2.017,0.6418,4.3265,0.0215,0.0168,0.0114,0.0146,0.0186
m1671.obj,Sign,0.8763,0.7834,0.4506,3.1814,0.4518,1.5,0.2875,2.2957,0.0238,0.0129,0.0123,0.007,0.0183
m1673.obj,Sign,0.9239,0.7969,0.1562,4.0818,0.4278,0.8209,0.8353,1.6688,0.0258,0.0128,0.0154,0.0095,0.0209
m1684.obj,Sign,0.0949,0.2366,2.4791,0.7564,0.3428,1.952,0.745,0.1083,0.0066,0.0094,0.0101,0.0071,0.0104
m1680.obj,Sign,0.8648,0.6878,0.507,5.494,0.2574,3.3468,0.4036,1.7811,0.0102,0.0061,0.0036,0.0039,0.024
m1670.obj,Sign,0.8003,0.6851,0.2905,4.454,0.3616,2.7682,0.3708,2.2498,0.0164,0.0103,0.0077,0.0062,0.0212
m1682.obj,Sign,0.4717,1.6321,2.8803,0.2175,4.6232,0.731,0.9958,0.0103,0.0039,0.0067,0.0111,0.0122,0.0054
D00872.obj,Skyscraper,0.0607,0.1875,0.4608,0.0651,0.4902,3.2554,1.7187,2.2158,0.0085,0.0056,0.0059,0.0034,0.0051
D00130.obj,Skyscraper,0.5013,0.084,0.419,0.3521,0.8545,2.1163,1.7187,3.0839,0.0202,0.0073,0.013,0.0054,0.0107
D00589.obj,Skyscraper,0.3699,0.2396,0.4583,0.1009,0.0192,3.0699,1.7187,3.8561,0.0079,0.003,0.0067,0.0079,0.0128
D00125.obj,Skyscraper,0.608,0.4547,0.3394,0.2243,0.1403,0.7522,1.2419,2.7105,0.015,0.0094,0.0122,0.0046,0.0112
D00669.obj,Spoon,0.2132,0.2383,0.3293,0.056,0.1847,0.1965,0.8116,0.3101,0.0048,0.007,0.0061,0.0038,0.0028
D00674.obj,Spoon,0.7538,0.6756,0.5105,0.6303,0.392,0.4628,0.2564,0.6966,0.016,0.0149,0.0109,0.0029,0.0115
D00683.obj,Spoon,0.5835,0.5405,0.4013,0.1936,0.3307,1.0025,1.3417,2.9226,0.0138,0.0082,0.0066,0.0044,0.0125
D00014.obj,Spoon,0.9223,0.8033,0.7631,2.9974,0.4418,1.6036,0.2159,4.5161,0.0238,0.012,0.0124,0.0124,0.0229
D00517.obj,Spoon,0.8412,0.6464,0.4955,0.6463,0.1858,0.7329,0.1068,2.4439,0.0205,0.0122,0.0128,0.0045,0.0093
D00497.obj,Spoon,0.9422,0.8015,0.477,2.2033,0.4111,1.157,0.5246,3.2451,0.0229,0.016,0.0141,0.0075,0.0171
m1353.obj,Starship,0.2942,0.1101,0.0475,0.1143,0.1598,0.4509,0.7449,1.1284,0.006,0.0081,0.0051,0.0029,0.0056
m1366.obj,Starship,0.4949,0.4128,0.2577,0.1164,0.2053,0.3124,0.1828,1.1422,0.0063,0.0081,0.0044,0.0022,0.0094
m1375.obj,Starship,1.3225,1.3344,0.2989,0.0231,0.9639,0.9134,1.7187,0.1509,0.0024,0.009,0.0034,0.0059,0.0088
m1382.obj,Starship,0.6026,0.489,0.5029,0.0329,0.2304,0.4223,1.7187,0.1504,0.003,0.0079,0.0035,0.0039,0.0055
m1386.obj,Starship,0.7968,1.1164,0.595,0.0208,1.2801,0.4733,1.7187,0.1042,0.0031,0.0082,0.0019,0.0026,0.0026
m1365.obj,Starship,0.2341,0.0081,0.3359,0.4599,0.3537,0.7112,0.7684,0.1049,0.0076,0.0087,0.0071,0.0032,0.0117
D00489.obj,SubmachineGun,0.3922,0.2676,0.5062,0.6561,0.0476,1.3391,0.7715,0.0358,0.0101,0.0043,0.0075,0.0039,0.0136
D00459.obj,SubmachineGun,0.8731,0.681,0.5072,2.2723,0.2128,1.1849,0.0192,1.9701,0.0215,0.0099,0.0059,0.0113,0.0231
D00064.obj,SubmachineGun,0.6508,0.4933,0.4582,0.6854,0.1612,0.3707,0.4256,1.0274,0.0202,0.0121,0.0104,0.0067,0.0145
D00256.obj,SubmachineGun,0.3644,0.1834,0.402,0.7513,0.1019,1.2528,1.0464,0.5093,0.0129,0.0077,0.0073,0.0057,0.0145
D00371.obj,SubmachineGun,0.6351,0.413,0.4955,0.3641,0.0275,1.1732,1.4175,2.0065,0.0197,0.0106,0.0074,0.0091,0.015
D00960.obj,SubmachineGun,0.7571,0.6198,0.5035,1.3633,0.2848,1.7232,0.1186,1.3096,0.0165,0.0101,0.0063,0.0058,0.015
D00878.obj,SubmachineGun,0.7932,0.6266,0.506,1.5663,0.2392,2.0848,0.4742,1.7758,0.0216,0.0098,0.0061,0.0088,0.0182
m698.obj,Sword,1.017,0.8636,0.0667,3.3851,0.4262,0.0921,1.6788,1.4634,0.0232,0.007,0.0102,0.0104,0.0233
D00195.obj,Sword,0.9518,0.8267,0.5094,3.9624,0.4515,1.6513,0.0463,3.0184,0.0264,0.016,0.0109,0.0184,0.0257
D01003.obj,Tool,0.6347,0.5762,1.1244,0.7606,0.3418,1.9762,0.5367,3.1929,0.0177,0.0137,0.0104,0.0033,0.0141
D01084.obj,Tool,0.6339,0.5863,0.3601,0.4699,0.3573,0.9801,0.2074,0.5557,0.0087,0.0142,0.0114,0.006,0.0083
m1117.obj,Tool,0.8493,0.709,0.4903,0.7941,0.345,0.9724,0.2897,1.3627,0.0212,0.013,0.0083,0.0119,0.0169
D01111.obj,Tool,0.6003,0.5496,0.3019,0.6279,0.3305,0.7859,0.6094,0.4801,0.0114,0.0142,0.012,0.0058,0.0095
D01131.obj,Tool,0.6365,0.5876,0.5016,0.5023,0.3572,1.0705,0.0544,0.7023,0.0091,0.0149,0.0113,0.0049,0.0085
m1111.obj,Tool,0.7506,0.6581,0.437,0.8991,0.3671,0.2084,0.504,0.4889,0.0205,0.0138,0.0164,0.0047,0.0114
m1582.obj,Train,0.1761,0.0896,0.5082,0.1949,0.4591,2.7947,1.7187,2.8697,0.0098,0.0066,0.0141,0.0056,0.0026
m1578.obj,Train,0.1673,0.0187,0.0873,0.1179,0.2554,1.6945,1.7187,1.4222,0.01,0.0113,0.0086,0.0014,0.0038
m1586.obj,Train,0.5093,1.4881,0.1567,0.0408,3.608,1.7414,1.7187,0.9163,0.0037,0.0039,0.0087,0.0032,0.0033
D01163.obj,Train,0.3474,1.0093,0.2176,0.0288,2.1317,1.6605,1.7187,1.6619,0.0036,0.0069,0.0108,0.0049,0.0072
D01095.obj,Train,0.2252,0.0357,0.2202,0.1255,0.2224,1.6075,1.7187,1.8651,0.0122,0.0074,0.0131,0.0017,0.0055
D01031.obj,Train,0.3894,0.1396,0.3818,0.2543,0.2704,2.8157,1.7187,3.866,0.0131,0.0127,0.0128,0.0012,0.0054
m1585.obj,Train,0.9359,1.7426,0.3353,0.0281,2.9402,2.5059,1.7187,1.1944,0.004,0.0049,0.0076,0.0024,0.0056
m1086.obj,Tree,0.4928,0.6338,0.4983,0.132,0.4653,0.4212,0.6327,1.4492,0.015,0.0089,0.0041,0.0094,0.0125
D00367.obj,Tree,0.5213,0.6793,0.0267,0.0014,0.4857,0.3917,1.2025,0.145,0.0032,0.0061,0.0048,0.0043,0.0059
m1050.obj,Tree,0.0341,0.4463,0.4883,0.0026,0.447,0.0232,0.6523,0.2395,0.0034,0.01,0.0055,0.0077,0.0057
D00010.obj,Truck,0.4812,0.7674,0.3502,0.0783,0.9704,1.6214,1.7187,1.533,0.0066,0.0065,0.0133,0.0072,0.0031
D00112.obj,Truck,0.7421,1.5234,0.1716,0.1653,2.7606,3.2373,1.7187,2.1039,0.012,0.0097,0.0155,0.0038,0.0016
D00002.obj,Truck,0.0225,0.1629,0.5384,0.0585,0.2874,0.8337,1.3133,1.6232,0.0043,0.0122,0.0077,0.0048,0.0054
m1571.obj,Truck,0.6359,0.8705,0.0041,0.0696,0.9503,1.5959,1.7187,1.2005,0.0076,0.0057,0.0105,0.0035,0.0024
D00987.obj,Truck,0.1402,0.3737,0.1751,0.0658,0.5933,1.4229,1.7187,1.4039,0.0095,0.0059,0.0101,0.0019,0.0025
D00518.obj,Truck,0.3439,0.9217,0.1701,0.0948,1.8023,2.5757,1.7187,1.8783,0.013,0.0097,0.0125,0.003,0.0048
D00215.obj,TruckNonContainer,0.2433,0.6007,0.0898,0.0698,1.0056,1.132,1.7187,1.2734,0.0067,0.0092,0.0123,0.0059,0.0042
D00879.obj,TruckNonContainer,1.8149,1.8386,1.7978,0.0179,1.3427,0.8933,1.7187,0.3296,0.0018,0.0047,0.0084,0.0055,0.0057
D00783.obj,TruckNonContainer,0.3394,0.5548,0.1104,0.1598,0.6908,1.1489,1.7187,1.3585,0.0081,0.0085,0.0132,0.0046,0.003
D00737.obj,TruckNonContainer,0.9202,1.2551,0.1046,0.0134,1.407,0.8503,1.7187,0.8577,0.0032,0.0043,0.0039,0.002,0.0032
D00572.obj,TruckNonContainer,0.1134,0.5248,0.2455,0.1044,1.0929,1.7414,1.7187,2.2136,0.01,0.0079,0.0047,0.0055,0.0111
D00353.obj,TruckNonContainer,1.4248,2.0097,0.4648,0.0432,2.4585,1.0702,1.7187,0.4269,0.0062,0.0069,0.011,0.0039,0.0029
m547.obj,Vase,2.7572,2.1854,0.1212,0.0169,0.9859,0.3044,1.7187,0.1498,0.0066,0.0163,0.0043,0.006,0.0089
